OverallQual,BedroomAbvGr,CentralAir,BsmtQual,BsmtUnfSF,Fireplaces,YrSold,HouseStyle,HeatingQC,GarageType,RoofMatl,PavedDrive,SaleType,FullBath,OpenPorchSF,RoofStyle,Utilities,BsmtFinSF1,Heating,KitchenQual,HalfBath,BsmtFinType1,WoodDeckSF,TotRmsAbvGrd,SalePrice,YearBuilt,BsmtCond,Foundation,Electrical,BldgType,OverallCond,GrLivArea,neighborhood,KitchenAbvGr,uniqueID,LotConfig,LotShape,LotArea,LotFrontage,Exterior1st,ExterQual,ExterCond
7,3,Y,Gd,458.0,1,2010,2Story,Ex,Attchd,CompShg,Y,WD,2,39,Gable,AllPub,483,GasA,Gd,1,GLQ,192,7,0.0,2003,TA,PConc,SBrkr,1Fam,6,1829,CollegeCr,1,House.4,CulDSac,IR1,9548,44.0,VinylSd,TA,Gd
7,3,Y,Gd,1494.0,1,2007,1Story,Ex,Attchd,CompShg,Y,notWD,2,33,Gable,AllPub,0,GasA,Gd,0,Unf,160,7,0.0,2006,TA,PConc,SBrkr,1Fam,5,1494,CollegeCr,1,House.5,Inside,IR1,10652,91.0,VinylSd,TA,Gd
7,2,Y,Gd,544.0,0,2007,1Story,Ex,Attchd,CompShg,Y,notWD,2,54,Gable,AllPub,664,GasA,Gd,0,GLQ,105,6,0.0,2007,TA,PConc,SBrkr,1Fam,5,1208,CollegeCr,1,House.6,Inside,Reg,6762,64.0,VinylSd,TA,Gd
5,3,Y,TA,0.0,0,2010,1Story,TA,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,182,GasA,TA,0,BLQ,365,5,0.0,1976,NA,CBlock,SBrkr,1Fam,6,894,CollegeCr,1,House.7,Corner,Reg,10650,75.0,OtherSd,TA,TA
7,3,Y,Gd,939.0,0,2007,2Story,Ex,Attchd,CompShg,Y,WD,2,53,Gable,AllPub,0,GasA,Gd,1,Unf,144,8,0.0,2006,TA,PConc,SBrkr,1Fam,5,1797,CollegeCr,1,House.8,Inside,IR1,9245,79.0,VinylSd,TA,Gd
8,4,Y,Gd,747.0,1,2007,2Story,Ex,Attchd,CompShg,Y,WD,2,50,Gable,AllPub,281,GasA,Gd,1,GLQ,208,9,0.0,1998,TA,PConc,SBrkr,1Fam,5,2452,CollegeCr,1,House.9,Inside,IR3,16226,66.0,VinylSd,TA,Gd
8,3,Y,Gd,336.0,2,2008,2Story,Ex,Attchd,CompShg,Y,WD,2,106,Gable,AllPub,668,GasA,Gd,1,GLQ,224,7,0.0,1999,TA,PConc,SBrkr,1Fam,5,1852,CollegeCr,1,House.10,Inside,IR1,9066,73.0,VinylSd,TA,Gd
8,3,Y,Gd,315.0,1,2010,1Story,Ex,Attchd,CompShg,Y,WD,2,262,notGable,AllPub,370,GasA,Gd,0,BLQ,0,8,0.0,2003,TA,PConc,SBrkr,1Fam,5,1668,CollegeCr,1,House.11,FR2,IR2,10635,48.0,VinylSd,TA,Gd
6,3,Y,Gd,322.0,0,2007,1Story,Ex,Attchd,CompShg,Y,WD,2,26,Gable,AllPub,334,GasA,Gd,0,ALQ,0,6,0.0,1995,NA,PConc,SBrkr,1Fam,5,1200,CollegeCr,1,House.12,Inside,IR2,11249,105.0,VinylSd,Gd,Gd
8,3,Y,Ex,1482.0,1,2007,2Story,Ex,Attchd,CompShg,Y,notWD,2,148,Gable,AllPub,0,GasA,Ex,1,Unf,0,10,0.0,2007,TA,PConc,SBrkr,1Fam,5,2574,CollegeCr,1,House.13,Inside,IR1,9588,69.0,OtherSd,TA,Gd
7,3,Y,Gd,280.0,0,2008,2Story,Ex,Attchd,CompShg,Y,WD,2,45,Gable,AllPub,490,GasA,Gd,1,GLQ,0,6,0.0,2004,TA,PConc,SBrkr,1Fam,5,1582,CollegeCr,1,House.14,Inside,Reg,8320,64.0,VinylSd,TA,Gd
6,1,Y,Gd,189.0,0,2007,1Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,659,GasA,Gd,0,GLQ,140,3,0.0,2003,TA,PConc,SBrkr,Twnhs,5,848,CollegeCr,1,House.15,Inside,Reg,4435,36.0,VinylSd,TA,Gd
6,3,Y,Gd,545.0,0,2009,2Story,Ex,Attchd,CompShg,Y,WD,2,35,Gable,AllPub,193,GasA,Gd,1,GLQ,100,7,0.0,2005,TA,PConc,SBrkr,1Fam,5,1476,CollegeCr,1,House.16,FR2,Reg,8633,64.0,VinylSd,TA,Gd
8,3,Y,Gd,141.0,1,2007,2Story,Ex,Attchd,CompShg,Y,WD,2,65,Gable,AllPub,1079,GasA,Gd,1,GLQ,0,8,0.0,1995,TA,PConc,SBrkr,1Fam,5,2090,CollegeCr,1,House.17,Inside,Reg,10000,80.0,VinylSd,TA,Gd
7,3,Y,Gd,1541.0,1,2006,1Story,Ex,Attchd,CompShg,Y,WD,2,81,Gable,AllPub,0,GasA,Gd,0,Unf,468,6,0.0,2001,TA,PConc,SBrkr,1Fam,5,1541,CollegeCr,1,House.18,Corner,IR1,13704,118.0,VinylSd,TA,Gd
9,3,Y,Gd,567.0,1,2007,1Story,Ex,Attchd,CompShg,Y,WD,2,45,notGable,AllPub,1059,GasA,Gd,0,GLQ,257,7,0.0,2002,TA,PConc,SBrkr,1Fam,5,1668,CollegeCr,1,House.19,Corner,IR1,11248,90.0,VinylSd,TA,Gd
7,3,Y,Gd,1286.0,1,2006,1Story,Ex,Attchd,CompShg,Y,notWD,2,0,Gable,AllPub,24,GasA,Gd,0,GLQ,0,6,0.0,2005,TA,PConc,SBrkr,1Fam,5,1310,CollegeCr,1,House.20,Inside,IR1,8767,65.0,VinylSd,TA,Gd
7,3,Y,Gd,349.0,0,2007,1Story,Ex,Attchd,CompShg,Y,notWD,2,98,Gable,AllPub,925,GasA,Gd,0,GLQ,264,6,0.0,2005,TA,PConc,SBrkr,1Fam,5,1274,CollegeCr,1,House.21,Inside,Reg,8814,68.0,VinylSd,TA,Gd
7,3,Y,Gd,927.0,0,2006,2Story,Ex,Attchd,CompShg,Y,notWD,2,90,Gable,AllPub,464,GasA,Gd,1,GLQ,0,7,0.0,2006,NA,PConc,SBrkr,1Fam,5,1962,CollegeCr,1,House.22,Inside,Reg,8760,73.0,VinylSd,TA,Gd
7,3,Y,Gd,426.0,0,2006,1Story,Ex,Attchd,CompShg,Y,WD,2,29,Gable,AllPub,1162,GasA,Gd,0,ALQ,158,6,0.0,1999,TA,PConc,SBrkr,1Fam,5,1588,CollegeCr,1,House.23,Inside,IR1,10264,78.0,VinylSd,TA,Gd
5,3,Y,Gd,274.0,0,2006,1Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,716,GasA,TA,0,ALQ,224,5,0.0,1995,TA,PConc,SBrkr,1Fam,5,990,CollegeCr,1,House.24,CulDSac,IR2,13568,43.0,VinylSd,TA,TA
6,3,Y,Gd,107.0,0,2009,2Story,Ex,Attchd,CompShg,Y,WD,2,99,Gable,AllPub,821,GasA,Gd,1,GLQ,276,7,0.0,1997,TA,PConc,SBrkr,1Fam,5,1764,CollegeCr,1,House.25,Inside,IR1,15426,65.0,VinylSd,TA,TA
7,3,Y,Gd,728.0,1,2007,2Story,Ex,Attchd,CompShg,Y,notWD,2,0,Gable,AllPub,0,GasA,Gd,1,Unf,0,8,0.0,2006,TA,PConc,SBrkr,1Fam,5,1456,CollegeCr,1,House.26,Corner,IR1,11103,85.0,VinylSd,TA,Gd
5,3,Y,TA,504.0,0,2006,1Story,Ex,Attchd,CompShg,Y,WD,1,0,notGable,AllPub,360,GasA,TA,0,ALQ,0,5,0.0,1972,TA,CBlock,SBrkr,1Fam,7,864,CollegeCr,1,House.27,Corner,IR1,9560,120.0,MetalSd,Gd,TA
8,3,Y,Gd,324.0,1,2008,2Story,Ex,Attchd,CompShg,Y,WD,2,211,Gable,AllPub,804,GasA,Gd,1,GLQ,0,7,0.0,2002,TA,PConc,SBrkr,1Fam,5,2031,CollegeCr,1,House.28,Inside,Reg,9473,75.0,VinylSd,TA,Gd
7,3,Y,Gd,240.0,0,2008,2Story,Ex,Attchd,CompShg,Y,WD,2,88,Gable,AllPub,633,GasA,Gd,1,GLQ,0,7,0.0,1999,TA,PConc,SBrkr,1Fam,5,1790,CollegeCr,1,House.29,Inside,IR1,9179,68.0,VinylSd,TA,Gd
5,3,Y,Gd,1072.0,0,2009,1Story,TA,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,196,GasA,Gd,1,ALQ,173,5,0.0,1977,NA,CBlock,SBrkr,1Fam,7,1268,CollegeCr,1,House.30,CulDSac,IR1,9286,70.0,OtherSd,TA,TA
5,4,N,NA,622.0,0,2010,1Story,TA,NA,CompShg,Y,WD,2,0,notGable,AllPub,0,GasA,TA,0,NA,0,8,0.0,1965,NA,CBlock,SBrkr,Duplex,5,1664,Edwards,2,House.31,Inside,Reg,9825,75.0,OtherSd,TA,TA
4,3,Y,TA,622.0,0,2009,1Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,1059,GasA,TA,0,ALQ,0,6,0.0,1956,TA,CBlock,Fuse,1Fam,6,1229,Edwards,1,House.32,Inside,Reg,17140,65.5,VinylSd,TA,TA
6,3,Y,Gd,622.0,0,2006,2Story,Ex,Detchd,CompShg,Y,WD,2,40,Gable,AllPub,0,GasA,Gd,0,Unf,0,7,0.0,2004,TA,PConc,SBrkr,Twnhs,5,1709,Edwards,1,House.33,Inside,Reg,2522,24.0,VinylSd,TA,Gd
5,3,Y,TA,622.0,0,2008,1Story,Gd,Attchd,CompShg,Y,WD,1,68,Gable,AllPub,830,GasA,TA,1,BLQ,736,6,0.0,1965,TA,CBlock,SBrkr,1Fam,6,1256,Edwards,1,House.34,Inside,Reg,9937,75.0,OtherSd,TA,Gd
5,3,Y,TA,622.0,0,2009,1Story,TA,Attchd,CompShg,Y,notWD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,0,5,0.0,1958,NA,CBlock,Fuse,1Fam,3,1276,Edwards,1,House.35,Inside,Reg,9571,68.0,OtherSd,TA,TA
3,3,Y,TA,622.0,0,2007,1Story,Ex,NA,CompShg,Y,WD,1,0,Gable,AllPub,544,GasA,Gd,0,ALQ,0,6,0.0,1931,TA,BrkTil,SBrkr,1Fam,6,774,Edwards,1,House.36,Inside,Reg,4270,70.0,MetalSd,TA,TA
5,2,N,TA,622.0,0,2010,1Story,Fa,Attchd,CompShg,Y,notWD,1,0,Gable,AllPub,108,GasA,TA,0,ALQ,0,5,0.0,1920,TA,BrkTil,SBrkr,1Fam,5,835,Edwards,1,House.37,Corner,Reg,10625,85.0,OtherSd,TA,TA
4,2,Y,Gd,622.0,0,2010,1Story,Ex,Attchd,CompShg,Y,WD,2,64,Gable,AllPub,0,GasA,TA,0,Unf,132,5,0.0,2003,TA,PConc,SBrkr,1Fam,5,1121,Edwards,1,House.38,Corner,Reg,8546,80.0,VinylSd,TA,TA
4,2,Y,Fa,622.0,0,2006,1Story,TA,Detchd,CompShg,Y,notWD,1,0,Gable,AllPub,836,GasA,TA,0,BLQ,0,6,0.0,1951,NA,CBlock,Fuse,1Fam,5,1220,Edwards,1,House.39,Inside,Reg,8877,67.0,OtherSd,TA,TA
10,3,Y,Ex,622.0,1,2007,2Story,Ex,Attchd,CompShg,Y,notWD,3,406,notGable,AllPub,2260,GasA,Ex,1,GLQ,208,11,0.0,2007,TA,PConc,SBrkr,1Fam,5,4676,Edwards,1,House.40,Inside,IR1,40094,130.0,OtherSd,TA,Gd
4,4,Y,TA,622.0,0,2008,1.5Story,Ex,Detchd,CompShg,Y,WD,2,0,Gable,AllPub,0,GasA,TA,0,Unf,0,7,0.0,1954,TA,PConc,SBrkr,1Fam,6,1470,Edwards,1,House.41,Inside,Reg,8172,60.0,MetalSd,TA,TA
3,2,N,TA,622.0,0,2008,1Story,TA,NA,CompShg,N,WD,1,0,Gable,AllPub,41,GasA,TA,0,BLQ,0,5,0.0,1914,TA,BrkTil,Fuse,1Fam,3,864,Edwards,1,House.42,Inside,Reg,8248,45.0,OtherSd,TA,TA
4,1,Y,TA,622.0,0,2009,1Story,Ex,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,262,GasA,TA,0,BLQ,158,4,0.0,1940,TA,CBlock,SBrkr,1Fam,5,861,Edwards,1,House.43,Inside,IR1,12342,65.5,VinylSd,TA,TA
5,2,Y,TA,622.0,0,2006,1Story,TA,Detchd,CompShg,N,WD,1,0,notGable,AllPub,167,GasA,TA,0,ALQ,0,5,0.0,1955,TA,CBlock,SBrkr,1Fam,7,864,Edwards,1,House.44,Inside,Reg,8172,60.0,OtherSd,TA,TA
6,3,N,TA,622.0,0,2009,2Story,TA,Detchd,CompShg,Y,WD,2,0,notGable,AllPub,551,GasA,TA,0,BLQ,147,6,0.0,1925,TA,BrkTil,SBrkr,1Fam,6,1369,Edwards,1,House.45,Inside,Reg,6629,54.0,OtherSd,Gd,TA
5,2,Y,TA,1073.0,0,2006,1Story,Ex,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,0,4,0.0,1921,TA,BrkTil,SBrkr,1Fam,6,1073,OldTown,1,House.46,Corner,Reg,5400,60.0,MetalSd,TA,TA
5,2,Y,TA,440.0,0,2009,2Story,Gd,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,0,GasA,TA,1,Unf,74,5,0.0,1910,TA,PConc,SBrkr,1Fam,6,1230,OldTown,1,House.47,Corner,Reg,10440,60.0,OtherSd,TA,TA
6,2,Y,TA,312.0,0,2010,1Story,TA,Attchd,CompShg,Y,WD,1,158,Gable,AllPub,600,GasA,TA,0,GLQ,0,6,0.0,1957,TA,CBlock,Fuse,1Fam,7,1236,OldTown,1,House.48,Inside,Reg,7407,90.0,MetalSd,TA,TA
5,3,N,TA,540.0,0,2006,1.5Story,Gd,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,0,6,0.0,1900,TA,BrkTil,Fuse,1Fam,4,1440,OldTown,1,House.49,Corner,Reg,5000,63.0,OtherSd,TA,TA
6,2,Y,TA,706.0,1,2006,1Story,Gd,Detchd,CompShg,Y,WD,1,120,Gable,AllPub,397,GasA,Gd,0,BLQ,166,5,0.0,1925,TA,BrkTil,SBrkr,1Fam,6,1103,OldTown,1,House.50,Inside,Reg,6000,50.0,MetalSd,Gd,TA
7,3,Y,TA,576.0,0,2010,2Story,Gd,Detchd,CompShg,Y,WD,2,11,Gable,AllPub,0,GasA,TA,0,Unf,12,9,0.0,1921,TA,BrkTil,SBrkr,1Fam,6,1710,OldTown,1,House.51,Inside,IR1,10300,50.0,OtherSd,TA,TA
4,1,Y,TA,882.0,0,2007,1.5Story,Ex,NA,CompShg,Y,WD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,0,4,0.0,1956,TA,CBlock,SBrkr,1Fam,6,882,OldTown,1,House.52,Inside,Reg,5500,55.0,MetalSd,TA,TA
7,3,Y,TA,548.0,1,2008,2Story,Ex,Detchd,CompShg,N,WD,2,0,notGable,AllPub,141,GasA,Gd,0,ALQ,0,7,0.0,1928,TA,BrkTil,SBrkr,1Fam,9,1378,OldTown,1,House.53,Inside,Reg,9600,60.0,MetalSd,Gd,TA
5,3,Y,Gd,286.0,1,2006,1.5Story,TA,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,507,GasA,TA,0,ALQ,0,5,0.0,1939,TA,CBlock,SBrkr,2fmCon,7,1118,OldTown,1,House.54,Inside,Reg,7800,65.0,MetalSd,TA,TA
7,4,Y,TA,611.0,1,2009,2Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,299,GasA,Ex,1,ALQ,0,7,0.0,1915,TA,PConc,SBrkr,1Fam,8,1826,OldTown,1,House.55,Corner,Reg,2500,50.0,OtherSd,TA,Gd
6,4,Y,TA,901.0,0,2008,1.5Story,Gd,NA,CompShg,N,notWD,1,98,Gable,AllPub,0,GasA,TA,0,Unf,0,7,0.0,1920,TA,BrkTil,SBrkr,1Fam,7,1198,OldTown,1,House.56,Inside,IR1,5586,60.0,MetalSd,TA,TA
5,3,Y,Fa,660.0,0,2009,1.5Story,Ex,Detchd,CompShg,N,WD,2,0,Gable,AllPub,0,GasA,TA,1,Unf,0,8,0.0,1916,TA,CBlock,SBrkr,1Fam,7,1656,OldTown,1,House.57,Inside,Reg,10410,60.0,OtherSd,TA,TA
4,2,Y,TA,710.0,0,2007,1Story,Gd,Detchd,CompShg,Y,WD,1,0,notGable,AllPub,250,GasA,Fa,0,ALQ,0,5,0.0,1920,TA,PConc,Fuse,1Fam,4,960,OldTown,1,House.58,Inside,Reg,6000,50.0,MetalSd,TA,TA
8,3,Y,TA,588.0,1,2008,2Story,Fa,Detchd,CompShg,Y,WD,1,63,notGable,AllPub,0,GasA,Gd,0,Unf,192,7,0.0,1925,TA,PConc,SBrkr,1Fam,7,1666,OldTown,1,House.59,Inside,Reg,5100,60.0,OtherSd,Gd,TA
5,2,Y,TA,1008.0,1,2010,1Story,Gd,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,0,5,0.0,1927,TA,CBlock,Fuse,1Fam,6,1028,OldTown,1,House.60,Inside,Reg,8960,56.0,OtherSd,TA,TA
5,4,Y,Gd,360.0,1,2010,2Story,Gd,Detchd,CompShg,N,WD,2,0,Gable,AllPub,0,GasA,Gd,0,Unf,344,8,0.0,1900,TA,BrkTil,SBrkr,2fmCon,9,1812,OldTown,2,House.61,Inside,Reg,7630,76.0,OtherSd,Gd,TA
6,3,N,Gd,416.0,1,2008,2.5Story,Fa,Detchd,CompShg,P,WD,1,0,Gable,AllPub,319,OthW,TA,1,ALQ,0,8,0.0,1917,TA,BrkTil,SBrkr,1Fam,5,2058,OldTown,1,House.62,Inside,Reg,9600,60.0,OtherSd,TA,TA
4,4,N,TA,1095.0,0,2006,2Story,Fa,Attchd,CompShg,N,WD,2,0,Gable,AllPub,0,GasW,TA,0,Unf,0,8,0.0,1900,NA,BrkTil,SBrkr,1Fam,2,1774,OldTown,2,House.63,Inside,Reg,9600,60.0,OtherSd,TA,TA
6,5,Y,TA,1008.0,0,2007,2Story,TA,Detchd,CompShg,N,WD,2,48,Gable,AllPub,0,GasW,Fa,0,Unf,0,8,0.0,1880,TA,BrkTil,SBrkr,1Fam,4,2210,OldTown,1,House.64,Inside,Reg,9900,90.0,OtherSd,TA,TA
5,2,N,TA,310.0,0,2009,1Story,TA,Detchd,CompShg,Y,WD,1,30,notGable,AllPub,247,GasW,TA,0,ALQ,0,4,0.0,1910,TA,BrkTil,SBrkr,1Fam,4,1022,OldTown,1,House.65,Inside,Reg,7200,60.0,MetalSd,TA,TA
4,3,Y,TA,576.0,0,2010,1.5Story,Gd,NA,CompShg,N,WD,1,160,Gable,AllPub,0,GasA,TA,0,Unf,0,7,0.0,1910,NA,BrkTil,SBrkr,1Fam,7,1140,OldTown,1,House.66,Corner,Reg,8800,55.0,OtherSd,TA,TA
4,4,Y,TA,656.0,0,2007,1Story,TA,Detchd,CompShg,Y,WD,2,0,Gable,AllPub,0,GasA,TA,0,Unf,0,5,0.0,1927,TA,BrkTil,SBrkr,1Fam,6,968,OldTown,1,House.67,Inside,Reg,10800,60.0,OtherSd,TA,TA
